sentence,word,ner
304-18,točno,O
304-18,kaj,O
304-18,govori,O
304-18,.,O
304-19,V,O
304-19,bistvu,O
304-19,ne,O
304-19,gre,O
304-19,zgolj,O
304-19,za,O
304-19,to,O
304-19,",",O
304-19,da,O
304-19,Trump,O
304-19,ne,O
304-19,ve,O
304-19,kaj,O
304-19,je,O
304-19,bistvo,O
304-19,interneta,O
304-19,in,O
304-19,tehnologije,O
304-19,",",O
304-19,gre,O
304-19,za,O
304-19,(,O
304-19,zdaj,O
304-19,že,O
304-19,),O
304-19,predsednika,O
304-19,"""",O
304-19,velike,O
304-19,"""",O
304-19,Amerike,B-LOC
304-19,",",O
304-19,ki,O
304-19,misli,O
304-19,",",O
304-19,da,O
304-19,lahko,O
304-19,pokliče,O
304-19,Billa,B-PER
304-19,Gatesa,I-PER
304-19,",",O
304-19,da,O
304-19,naj,O
304-19,ugasne,O
304-19,internet,O
304-19,.,O
304-20,Nihče,O
304-20,si,O
304-20,točno,O
304-20,ne,O
304-20,more,O
304-20,predstavljati,O
304-20,kaj,O
304-20,bodo,O
304-20,prihodnja,O
304-20,leta,O
304-20,prinesla,O
304-20,za,O
304-20,politiko,O
304-20,ZDA,O
304-20,",",O
304-20,vendar,O
304-20,bodo,O
304-20,to,O
304-20,",",O
304-20,s,O
304-20,političnega,O
304-20,stališča,O
304-20,",",O
304-20,zagotovo,O
304-20,zelo,O
304-20,zanimiva,O
304-20,in,O
304-20,pestra,O
304-20,leta,O
304-20,.,O
304-21,Kar,O
304-21,pa,O
304-21,se,O
304-21,tiče,O
304-21,tehnološkega,O
304-21,aspekta,O
304-21,prihodnosti,O
304-21,ZDA,O
304-21,in,O
304-21,v,O
304-21,bistvu,O
304-21,celega,O
304-21,sveta,O
304-21,",",O
304-21,nekaj,O
304-21,skepticizma,O
304-21,in,O
304-21,s,O
304-21,tem,O
304-21,nekaj,O
304-21,mislimo,O
304-21,ogromno,O
304-21,",",O
304-21,brez,O
304-21,dvoma,O
304-21,obstaja,O
304-21,.,O
305-0,1.,O
305-0,del,O
305-0,:,O
305-0,Mehiško-ameriška,O
305-0,meja,O
305-0,-,O
305-0,Donald,B-PER
305-0,Trump,I-PER
305-0,|,O
305-0,Radio,B-ORG
305-0,Študent,I-ORG
305-1,Ponovitev,O
305-1,preroške,O
305-1,serije,O
305-1,radijskih,O
305-1,stripov,O
305-1,iz,O
305-1,začetka,O
305-1,letošnjega,O
305-1,leta,O
305-1,.,O
305-2,In,O
305-2,sicer,O
305-2,...,O
305-3,Društvo,O
305-3,cinikov,O
305-3,predstavlja,O
305-3,radijski,O
305-3,dolandtrumphovski,O
305-3,strip,O
305-3,Albuquerque,B-MISC
305-3,",",O
305-3,njegov,O
305-3,prvi,O
305-3,del,O
305-3,.,O
305-4,Leta,O
305-4,2016,O
305-4,je,O
305-4,Donald,O
305-4,Trumph,O
305-4,zmagal,O
305-4,na,O
305-4,predsedniških,O
305-4,volitvah,O
305-4,Združenih,B-LOC
305-4,držav,I-LOC
305-4,Amerike,I-LOC
305-4,.,O
305-5,Leto,O
305-5,2017.,O
305-6,Začeli,O
305-6,so,O
305-6,se,O
305-6,graditi,O
305-6,dodatni,O
305-6,zidovi,O
305-6,na,O
305-6,meji,O
305-6,z,O
305-6,Mehiko,B-LOC
305-6,",",O
305-6,saj,O
305-6,je,O
305-6,imel,O
305-6,Donald,O
305-6,oz.,O
305-6,Disneyland,B-LOC
305-6,do,O
305-6,Mehičanov,B-PER
305-6,še,O
305-6,posebno,O
305-6,izrazito,O
305-6,averzijo,O
305-6,.,O
305-7,To,O
305-7,pa,O
305-7,je,O
305-7,samo,O
305-7,še,O
305-7,bolj,O
305-7,vzpodbudilo,O
305-7,črno,O
305-7,trgovino,O
305-7,z,O
305-7,ljudmi,O
305-7,.,O
305-8,Zvezni,O
305-8,šerif,O
305-8,Nove,B-LOC
305-8,Mehike,I-LOC
305-8,BoeJoe,B-PER
305-8,je,O
305-8,pozno,O
305-8,popoldan,O
305-8,vstopil,O
305-8,v,O
305-8,lokal,O
305-8,Distorzija,B-LOC
305-8,.,O
305-9,V,O
305-9,lokalu,O
305-9,je,O
305-9,na,O
305-9,pultu,O
305-9,spal,O
305-9,lik,O
305-9,Transfer,B-PER
305-9,z,O
305-9,prazno,O
305-9,steklenico,O
305-9,Bourbona,B-MISC
305-9,v,O
305-9,roki,O
305-9,",",O
305-9,poleg,O
305-9,njega,O
305-9,pa,O
305-9,je,O
305-9,bila,O
305-9,neka,O
305-9,kurba,O
305-9,z,O
305-9,imenom,O
305-9,Bloody,B-PER
305-9,Mary,I-PER
305-9,Hary,I-PER
305-9,.,O
305-10,Joe,B-PER
305-10,Boe,I-PER
305-10,ga,O
305-10,je,O
305-10,zbudil,O
305-10,in,O
305-10,rekel,O
305-10,:,O
305-10,"""",O
305-10,Sedaj,O
305-10,",",O
305-10,ko,O
305-10,vlada,O
305-10,Donald,O
305-10,",",O
305-10,je,O
305-10,idealna,O
305-10,situacija,O
305-10,za,O
305-10,črni,O
305-10,trg,O
305-10,z,O
305-10,ljudmi,O
305-10,.,O
305-11,Vendar,O
305-11,jaz,O
305-11,kot,O
305-11,upravnik,O
305-11,z,O
305-11,uradno,O
305-11,funkcijo,O
305-11,ne,O
305-11,morem,O
305-11,izvajati,O
305-11,tega,O
305-11,",",O
305-11,zato,O
305-11,bom,O
305-11,za,O
305-11,to,O
305-11,nalogo,O
305-11,zadolžil,O
305-11,tebe,O
305-11,",",O
305-11,Transfer,O
305-11,.,O
305-12,In,O
305-12,ne,O
305-12,mi,O
305-12,ugovarjati,O
305-12,.,O
305-13,Saj,O
305-13,veš,O
305-13,",",O
305-13,če,O
305-13,ne,O
305-13,držiš,O
305-13,z,O
305-13,zveznim,O
305-13,šerifom,O
305-13,",",O
305-13,si,O
305-13,',O
305-13,niko,O
305-13,i,O
305-13,ništa,O
305-13,',O
305-13,pizda,O
305-13,malena,O
305-13,.,O
305-14,Idealen,O
305-14,si,O
305-14,za,O
305-14,to,O
305-14,nalogo,O
305-14,.,O
305-14,"""",O
305-14,Transfer,O
305-14,je,O
305-14,prišel,O
305-14,malo,O
305-14,k,O
305-14,sebi,O
305-14,in,O
305-14,ga,O
305-14,vprašal,O
305-14,:,O
305-14,"""",O
305-14,Kaj,O
305-14,točno,O
305-14,pa,O
305-14,bomo,O
305-14,počeli,O
305-14,?,O
305-14,"""",O
305-14,Joe,O
305-14,Boe,O
305-14,je,O
305-14,odgovoril,O
305-14,:,O
305-14,"""",O
305-14,Svojim,O
305-14,podrejenim,O
305-14,sem,O
305-14,naročil,O
305-14,",",O
305-14,da,O
305-14,naj,O
305-14,pustijo,O
305-14,Mehičane,B-PER
305-14,vrtati,O
305-14,luknje,O
305-14,skozi,O
305-14,zid,O
305-14,.,O
305-15,Ti,O
305-15,pa,O
305-15,boš,O
305-15,zadolžen,O
305-15,za,O
305-15,tovornjake,O
305-15,",",O
305-15,ki,O
305-15,se,O
305-15,bodo,O
305-15,tam,O
305-15,nahajali,O
305-15,in,O
305-15,jih,O
305-15,vozili,O
305-15,v,O
305-15,notranjost,O
305-15,.,O
305-16,Seveda,O
305-16,bodo,O
305-16,dobro,O
305-16,plačali,O
305-16,!,O
305-17,Denar,O
305-17,si,O
305-17,bomo,O
305-17,proporcialno,O
305-17,razdelili,O
305-17,mimo,O
305-17,zveznega,O
305-17,davčnega,O
305-17,urada,O
305-17,.,O
305-18,Saj,O
305-18,veš,O
305-18,",",O
305-18,z,O
305-18,njimi,O
305-18,imaš,O
305-18,",",O
305-18,če,O
305-18,delaš,O
305-18,na,O
305-18,belo,O
305-18,",",O
305-18,zgolj,O
305-18,težave,O
305-18,.,O
305-18,(,O
305-18,glasno,O
305-18,se,O
305-18,zasmeji,O
305-18,),O
305-18,.,O
305-19,Več,O
305-19,v,O
305-19,stripu,O
305-19,.,O
307-0,Katerim,O
307-0,užitkom,O
307-0,se,O
307-0,bo,O
307-0,moral,O
307-0,odreči,O
307-0,Donald,B-PER
307-0,Trump,B-PER
307-0,?,O
307-1,Novopečeni,O
307-1,ameriški,O
307-1,predsednik,O
307-1,se,O
307-1,bo,O
307-1,s,O
307-1,selitvijo,O
307-1,v,O
307-1,Belo,B-LOC
307-1,hišo,I-LOC
307-1,moral,O
307-1,odpovedati,O
307-1,vožnji,O
307-1,svojih,O
307-1,hitrih,O
307-1,in,O
307-1,prestižnih,O
307-1,avtomobilov,O
307-1,",",O
307-1,saj,O
307-1,mu,O
307-1,to,O
307-1,zdaj,O
307-1,prepoveduje,O
307-1,Secret,B-ORG
307-1,Service,I-ORG
307-1,.,O
307-2,Avtomobili,O
307-2,so,O
307-2,Donalda,O
307-2,Trumpa,O
307-2,zasvojili,O
307-2,že,O
307-2,v,O
307-2,najstniških,O
307-2,letih,O
307-2,.,O
307-3,Njegov,O
307-3,prvi,O
307-3,avtomobil,O
307-3,je,O
307-3,bil,O
307-3,Rolls,B-ORG
307-3,Royce,I-ORG
307-3,Silver,I-MISC
307-3,Cloud,I-MISC
307-3,letnik,O
307-3,1956,O
307-3,",",O
307-3,ki,O
307-3,je,O
307-3,ga,O
307-3,še,O
307-3,vedno,O
307-3,hrani,O
307-3,v,O
307-3,svoji,O
307-3,garaži,O
307-3,.,O
307-4,Avtomobili,O
307-4,znamke,O
307-4,Rolls,O
307-4,Royce,O
307-4,so,O
307-4,z,O
307-4,leti,O
307-4,Donalda,O
307-4,tako,O
307-4,prevzeli,O
307-4,",",O
307-4,da,O
307-4,je,O
307-4,v,O
307-4,letošnjem,O
307-4,letu,O
307-4,naročil,O
307-4,prav,O
307-4,posebnega,O
307-4,Rolls,B-MISC
307-4,Royce,I-MISC
307-4,Phantoma,I-MISC
307-4,z,O
307-4,dodatki,O
307-4,iz,O
307-4,24-karatnega,O
307-4,zlata,O
307-4,.,O
307-5,Rolls,O
307-5,Royce,O
307-5,Silver,O
307-5,Cloud,O
307-5,(,O
307-5,1956,O
307-5,),O
307-5,Donald,O
307-5,je,O
307-5,svoji,O
307-5,bivši,O
307-5,ženi,O
307-5,kupil,O
307-5,cestno,O
307-5,formulo,O
307-5,ena,O
307-5,.,O
307-6,Legendarno,O
307-6,Hondo,B-MISC
307-6,NSX,I-MISC
307-6,.,O
307-7,Dober,O
307-7,šoping,O
307-7,avto,O
307-7,",",O
307-7,ni,O
307-7,kaj,O
307-7,!,O
307-7,😀,O
307-7,V,O
307-7,svoji,O
307-7,dolgoletni,O
307-7,karieri,O
307-7,si,O
307-7,je,O
307-7,Trump,O
307-7,privoščil,O
307-7,tudi,O
307-7,divjega,O
307-7,Lamborghini,B-MISC
307-7,Diabla,I-MISC
307-7,v,O
307-7,Le,B-LOC
307-7,Mans,I-LOC
307-7,modri,O
307-7,barvi,O
307-7,.,O
307-8,Leta,O
307-8,2003,O
307-8,je,O
307-8,Mercedes,B-ORG
307-8,v,O
307-8,sodelovanju,O
307-8,z,O
307-8,McLarnom,B-ORG
307-8,izdelal,O
307-8,super,O
307-8,športnika,O
307-8,SLR,B-MISC
307-8,",",O
307-8,ki,O
307-8,je,O
307-8,ponujal,O
307-8,ogromnih,O
307-8,617,O
307-8,konjev,O
307-8,in,O
307-8,stal,O
307-8,vsaj,O
307-8,pol,O
307-8,milijona,O
307-8,evrov,O
307-8,.,O
307-9,Seveda,O
307-9,so,O
307-9,mogočni,O
307-9,podatki,O
307-9,Trumpa,O
307-9,prepričali,O
307-9,za,O
307-9,nakup,O
307-9,.,O
307-10,Zanimivo,O
307-10,pa,O
307-10,je,O
307-10,",",O
307-10,da,O
307-10,SLR,O
307-10,za,O
307-10,vsakodnevne,O
307-10,opravke,O
307-10,uporablja,O
307-10,naša,O
307-10,Melania,B-PER
307-10,.,O
307-11,Brez,O
307-11,Rolls,B-ORG
307-11,Royca,I-ORG
307-11,ne,O
307-11,gre,O
307-11,!,O
307-12,Kaj,O
307-12,vse,O
307-12,ima,O
307-12,ameriški,O
307-12,predsednik,O
307-12,še,O
307-12,parkirano,O
307-12,v,O
307-12,svoji,O
307-12,garaži,O
307-12,?,O
307-13,Ob,O
307-13,zelo,O
307-13,zapolnjenem,O
307-13,urniku,O
307-13,Donald,O
307-13,Trump,O
307-13,bolj,O
307-13,potuje,O
307-13,po,O
307-13,zraku,O
307-13,kot,O
307-13,po,O
307-13,cesti,O
307-13,.,O
307-14,Pa,O
307-14,vendar,O
307-14,",",O
307-14,kadar,O
307-14,se,O
307-14,želji,O
307-14,zapeljati,O
307-14,ima,O
307-14,na,O
307-14,izbiro,O
307-14,",",O
307-14,poleg,O
307-14,zgoraj,O
307-14,omenjenih,O
307-14,vozil,O
307-14,še,O
307-14,:,O
307-14,Cadillac,B-MISC
307-14,Escalade,I-MISC
307-14,;,O
307-14,Mercedes,B-MISC
307-14,Benz,I-MISC
307-14,S600,I-MISC
307-14,Pullman,I-MISC
307-14,;,O
307-14,Maybach,B-MISC
307-14,62,I-MISC
307-14,;,O
307-14,Tesla,B-MISC
307-14,Roadster,I-MISC
307-14,;,O
307-14,Ferrari,B-MISC
307-14,458,I-MISC
307-14,Italia,I-MISC
307-14,;,O
307-14,Cadillac,B-MISC
307-14,Alante,I-MISC
307-14,.,O
307-15,Da,O
307-15,je,O
307-15,Trump,O
307-15,res,O
307-15,pravi,O
307-15,avtomobilski,O
307-15,navdušenec,O
307-15,so,O
307-15,prikazali,O
307-15,na,O
307-15,ameriški,O
307-15,seriji,O
307-15,Top,B-MISC
307-15,Gear,I-MISC
307-15,",",O
307-15,kjer,O
307-15,so,O
307-15,voditelji,O
307-15,Donaldu,O
307-15,predstavili,O
307-15,tri,O
307-15,avtomobile,O
307-15,.,O
307-16,Porsche,B-MISC
307-16,911,I-MISC
307-16,",",O
307-16,Lamborghini,B-MISC
307-16,Murchilago,I-MISC
307-16,in,O
307-16,Bentley,B-MISC
307-16,Continental,I-MISC
307-16,.,O
307-17,Poglejte,O
307-17,katerega,O
307-17,je,O
307-17,Donald,O
307-17,izbral,O
307-17,!,O
309-0,Donald,B-PER
309-0,Trump,B-PER
309-0,vs.,O
309-0,Hillary,B-PER
309-0,Clinton,I-PER
309-0,|,O
309-0,Ekoper,B-ORG
309-1,Foto,O
309-1,:,O
309-1,theweek.co.uk,O
309-1,.,O
309-2,In,O
309-2,ravno,O
309-2,Donald,O
309-2,Trump,O
309-2,je,O
309-2,tipičen,O
309-2,primer,O
309-2,takšnega,O
309-2,prepotentnega,O
309-2,(,O
309-2,top,O
309-2,),O
309-2,alfa,O
309-2,samca,O
309-2,",",O
309-2,ki,O
309-2,se,O
309-2,vsake,O
309-2,toliko,O
309-2,let,O
309-2,»,O
309-2,dopingira,O
309-2,«,O
309-2,z,O
309-2,lepoticami,O
309-2,.,O
309-3,Verjamem,O
309-3,",",O
309-3,da,O
309-3,je,O
309-3,bila,O
309-3,»,O
309-3,naša,O
309-3,«,O
309-3,Melanija,B-PER
309-3,Knavs,I-PER
309-3,nekoč,O
309-3,prav,O
309-3,to,O
309-3,",",O
309-3,kar,O
309-3,je,O
309-3,bila,O
309-3,Monica,B-PER
309-3,Lewinsky,I-PER
309-3,za,O
309-3,Bila,B-PER
309-3,Clintona,B-PER
309-3,",",O
309-3,le,O
309-3,da,O
309-3,je,O
309-3,Trump,O
309-3,Melanijo,O
309-3,še,O
309-3,poročil,O
309-3,in,O
309-3,ima,O
309-3,danes,O
309-3,z,O
309-3,njo,O
309-3,otroka,O
309-3,.,O
309-4,Po,O
309-4,svoje,O
309-4,je,O
309-4,to,O
309-4,precej,O
309-4,moralno,O
309-4,pokvarjeno,O
309-4,–,O
309-4,precej,O
309-4,bolj,O
309-4,kot,O
309-4,Clintonova,B-PER
309-4,afera,O
309-4,z,O
309-4,Monico,B-PER
309-4,Lewinsky,I-PER
309-4,.,O
309-5,Prepotentnemu,O
309-5,Donaldu,O
309-5,se,O
309-5,je,O
309-5,tako,O
309-5,»,O
309-5,preskakovanje,O
309-5,«,O
309-5,iz,O
309-5,stare,O
309-5,na,O
309-5,novo,O
309-5,",",O
309-5,mlado,O
309-5,ženo,O
309-5,zgodilo,O
309-5,že,O
309-5,nekajkrat,O
309-5,.,O
309-6,Po,O
309-6,tej,O
309-6,plati,O
309-6,je,O
309-6,(,O
309-6,bil,B-PER
309-6,),O
309-6,prav,O
309-6,tako,O
309-6,prepotentni,O
309-6,in,O
309-6,»,O
309-6,čez,O
309-6,plot,O
309-6,skakajoči,O
309-6,«,O
309-6,Bill,O
309-6,malce,O
309-6,bolj,O
309-6,uravnovešen,O
309-6,.,O
309-7,Dandanes,O
309-7,ostareli,O
309-7,Bill,O
309-7,vdano,O
309-7,in,O
309-7,skesano,O
309-7,",",O
309-7,a,O
309-7,očitno,O
309-7,še,O
309-7,vedno,O
309-7,ponosno,O
309-7,",",O
309-7,stoji,O
309-7,ob,O
309-7,strani,O
309-7,svoji,O
309-7,ženi,O
309-7,Hillary,O
309-7,",",O
309-7,kljub,O
309-7,temu,O
309-7,da,O
309-7,ve,O
309-7,–,O
309-7,on,O
309-7,verjetno,O
309-7,še,O
309-7,najbolj,O
309-7,–,O
309-7,",",O
309-7,da,O
309-7,njegova,O
309-7,žena,O
309-7,(,O
309-7,sploh,O
309-7,),O
309-7,ni,O
309-7,dobra,O
309-7,",",O
309-7,še,O
309-7,manj,O
309-7,pa,O
309-7,idealna,O
309-7,kandidatka,O
309-7,;,O
309-7,ima,O
309-7,pa,O
309-7,njega,O
309-7,",",O
309-7,ki,O
309-7,je,O
309-7,ZDA,B-LOC
309-7,kot,O
309-7,predsednik,O
309-7,že,O
309-7,vodil,O
309-7,.,O
309-8,Ampak,O
309-8,Hillary,O
309-8,je,O
309-8,res,O
309-8,obupna,O
309-8,–,O
309-8,že,O
309-8,zato,O
309-8,",",O
309-8,ker,O
309-8,je,O
309-8,tako,O
309-8,(,O
309-8,pro,O
309-8,),O
309-8,feministična,O
309-8,.,O
309-9,Feministke,O
309-9,pa,O
309-9,so,O
309-9,največje,O
309-9,zlo,O
309-9,",",O
309-9,ki,O
309-9,ga,O
309-9,",",O
309-9,vsaj,O
309-9,po,O
309-9,moji,O
309-9,psihoanalitični,O
309-9,percepciji,O
309-9,",",O
309-9,s,O
309-9,svojo,O
309-9,ideologijo,O
309-9,enakosti,O
309-9,spolov,O
309-9,in,O
309-9,ženske,O
309-9,emancipacije,O
309-9,prinašajo,O
309-9,družbi,O
309-9,.,O
309-10,Feminizem,O
309-10,je,O
309-10,strup,O
309-10,",",O
309-10,ki,O
309-10,ga,O
309-10,prevarana,O
309-10,in,O
309-10,ostarela,O
309-10,Hillary,O
309-10,Clinton,O
309-10,že,O
309-10,kot,O
309-10,predsedniška,O
309-10,kandidatka,O
309-10,prinaša,O
309-10,v,O
309-10,svetovno,O
309-10,",",O
309-10,torej,O
309-10,ne,O
309-10,samo,O
309-10,ameriško,O
309-10,percepcijo,O
309-10,spolov,O
309-10,in,O
309-10,družbe,O
309-10,nasploh,O
309-10,.,O
309-11,Donald,O
309-11,Trump,O
309-11,je,O
309-11,po,O
309-11,drugi,O
309-11,strani,O
309-11,podobno,O
309-11,spodletel,O
309-11,v,O
309-11,svojih,O
309-11,mačističnih,O
309-11,nastavkih,O
309-11,.,O
309-12,Ampak,O
309-12,Donaldov,B-PER
309-12,antifeminizem,O
309-12,(,O
309-12,in,O
309-12,mačizem,O
309-12,),O
309-12,v,O
309-12,resnici,O
309-12,sploh,O
309-12,ni,O
309-12,tako,O
309-12,moteč,O
309-12,–,O
309-12,niti,O
309-12,za,O
309-12,normalne,O
309-12,ženske,O
309-12,",",O
309-12,še,O
309-12,manj,O
309-12,za,O
309-12,moške,O
309-12,.,O
309-13,Trump,O
309-13,je,O
309-13,trn,O
309-13,v,O
309-13,peti,O
309-13,predvsem,O
309-13,feministkam,O
309-13,.,O
309-14,Kot,O
309-14,psihoanalitika,O
309-14,in,O
309-14,kot,O
309-14,(,O
309-14,dobrega,O
309-14,),O
309-14,poznavalca,O
309-14,profilov,O
309-14,osebnosti,O
309-14,(,O
309-14,karakterjev,O
309-14,),O
309-14,me,O
309-14,osebno,O
309-14,bolj,O
309-14,skrbi,O
309-14,njegovo,O
309-14,falično,O
309-14,nastopaštvo,O
309-14,v,O
309-14,svetovni,O
309-14,politiki,O
309-14,.,O
309-15,Američani,B-PER
309-15,so,O
309-15,bili,O
309-15,kot,O
309-15,narod,O
309-15,od,O
309-15,nekdaj,O
309-15,butasti,O
309-15,oz.,O
309-15,glupi,O
309-15,",",O
309-15,prava,O
309-15,konkurenca,O
309-15,»,O
309-15,našima,O
309-15,«,O
309-15,/,O
309-15,balkanskima,O
309-15,»,O
309-15,Mujotu,B-PER
309-15,i,O
309-15,Hasotu,B-PER
309-15,«,O
309-15,.,O
309-16,In,O
309-16,ni,O
309-16,čudno,O
309-16,",",O
309-16,da,O
309-16,je,O
309-16,demokracija,O
309-16,v,O
309-16,ZDA,O
309-16,najbolj,O
309-16,razcvetena,O
309-16,–,O
309-16,vsaka,O
309-16,»,O
309-16,glupa,O
309-16,ovca,O
309-16,«,O
309-16,ima,O
309-16,en,O
309-16,glas,O
309-16,.,O
309-17,Največji,O
309-17,modreci,O
309-17,v,O
309-17,demokratični,O
309-17,volilni,O
309-17,paradigmi,O
309-17,pomenijo,O
309-17,toliko,O
309-17,kot,O
309-17,»,O
309-17,glupe,O
309-17,ovce,O
309-17,«,O
309-17,.,O
309-18,Politični,O
309-18,marketing,O
309-18,",",O
309-18,torej,O
309-18,masovna,O
309-18,manipulacija,O
309-18,(,O
309-18,z,O
309-18,»,O
309-18,glupimi,O
309-18,ovcami,O
309-18,«,O
309-18,),O
309-18,v,O
309-18,ZDA,O
309-18,najbolj,O
309-18,prihaja,O
309-18,do,O
309-18,izraza,O
309-18,.,O
309-19,Donald,O
309-19,Trump,O
309-19,je,O
309-19,s,O
309-19,svojim,O
309-19,megalomanskim,O
309-19,Egom,B-PER
309-19,in,O
309-19,faličnim,O
309-19,karakterjem,O
309-19,–,O
309-19,in,O
309-19,jedrskim,O
309-19,arzenalom,O
309-19,",",O
309-19,ki,O
309-19,ga,O
309-19,imajo,O
309-19,ZDA,O
309-19,–,O
309-19,resnično,O
309-19,nevaren,O
309-19,za,O
309-19,svetovni,O
309-19,družbeni,O
309-19,red,O
309-19,",",O
309-19,še,O
309-19,posebej,O
309-19,če,O
309-19,vemo,O
309-19,",",O
309-19,da,O
309-19,ima,O
309-19,Rusija,B-LOC
309-19,svojega,O
309-19,»,O
309-19,patrona,O
309-19,«,O
309-19,",",O
309-19,Putina,B-PER
309-19,.,O
309-20,Ravno,O
309-20,zato,O
309-20,",",O
309-20,ker,O
309-20,je,O
309-20,v,O
309-20,Rusiji,B-LOC
309-20,na,O
309-20,oblasti,O
309-20,falični,O
309-20,»,O
309-20,ego-manjak,O
309-20,«,O
309-20,",",O
309-20,bi,O
309-20,bilo,O
309-20,za,O
309-20,svetovni,O
309-20,družbeni,O
309-20,red,O
309-20,(,O
309-20,in,O
309-20,mir,O
309-20,),O
309-20,nevarno,O
309-20,",",O
309-20,če,O
309-20,bi,O
309-20,ZDA,O
309-20,dobile,O
309-20,ekvivalent,O
309-20,v,O
309-20,obliki,O
309-20,Donalda,O
309-20,Trumpa,B-PER
309-20,.,O
309-21,Medtem,O
309-21,ko,O
309-21,je,O
309-21,Clintonova,O
309-21,nevarna,O
309-21,za,O
309-21,družbo,O
309-21,na,O
309-21,nevrotično-feminističen,O
309-21,način,O
309-21,",",O
309-21,ima,O
309-21,Trumpova,B-PER
309-21,falično-mačistična,O
309-21,»,O
309-21,norost,O
309-21,«,O
309-21,bolj,O
309-21,psihotično,O
309-21,valenco,O
309-21,.,O
309-22,Clintonovo,O
309-22,je,O
309-22,mogoče,O
309-22,manipulativno,O
309-22,»,O
309-22,voziti,O
309-22,«,O
309-22,sem,O
309-22,ter,O
309-22,tja,O
309-22,",",O
309-22,Trumpa,O
309-22,pa,O
309-22,ne,O
309-22,.,O
309-23,In,O
309-23,če,O
309-23,Trumpa,O
309-23,",",O
309-23,najbolje,O
309-23,da,O
309-23,kar,O
309-23,z,O
309-23,njegovo,O
309-23,privolitvijo,O
309-23,",",O
309-23,ne,O
309-23,bo,O
309-23,imel,O
309-23,»,O
309-23,pod,O
309-23,kontrolo,O
309-23,«,O
309-23,nekakšen,O
309-23,»,O
309-23,svet,O
309-23,modrecev,O
309-23,«,O
309-23,",",O
309-23,bomo,O
309-23,lahko,O
309-23,vsi,O
309-23,trepetali,O
309-23,in,O
309-23,to,O
309-23,ves,O
309-23,njegov,O
309-23,(,O
309-23,eventualni,O
309-23,),O
309-23,mandat,O
309-23,.,O
309-24,Neumne,O
309-24,odločitve,O
309-24,lahko,O
309-24,(,O
309-24,in,O
309-24,kar,O
309-24,naj,O
309-24,),O
309-24,Trump,O
309-24,–,O
309-24,če,O
309-24,bo,O
309-24,izvoljen,O
309-24,–,O
309-24,aplicira,O
309-24,znotraj,O
309-24,svoje,O
309-24,države,O
309-24,.,O
309-25,Če,O
309-25,pa,O
309-25,mu,O
309-25,bo,O
309-25,ego,O
309-25,pobezljal,O
309-25,v,O
309-25,odnosu,O
309-25,do,O
309-25,Zahodne,B-LOC
309-25,Evrope,I-LOC
309-25,",",O
309-25,Rusije,B-LOC
309-25,in,O
309-25,bog,O
309-25,ne,O
309-25,daj,O
309-25,Kitajske,B-LOC
309-25,",",O
309-25,bo,O
309-25,to,O
309-25,nevarno,O
309-25,za,O
309-25,cel,O
309-25,svet,O
309-25,.,O
309-26,Sirijo,B-LOC
309-26,(,O
309-26,ISIS,B-ORG
309-26,),O
309-26,in,O
309-26,militantne,O
309-26,muslimane,O
309-26,bi,O
309-26,oz.,O
309-26,bo,O
309-26,",",O
309-26,če,O
309-26,bo,O
309-26,izvoljen,O
309-26,",",O
309-26,umirili,O
309-26,bistveno,O
309-26,hitreje,O
309-26,in,O
309-26,trajnejše,O
309-26,kot,O
309-26,Clintonova,O
309-26,.,O
309-27,Kaj,O
309-27,bo,O
309-27,",",O
309-27,če,O
309-27,na,O
309-27,južni,O
309-27,ameriški,O
309-27,meji,O
309-27,z,O
309-27,Mehiko,B-LOC
309-27,zgradi,O
309-27,zid,O
309-27,",",O
309-27,nam,O
309-27,ni,O
309-27,treba,O
309-27,skrbeti,O
309-27,.,O
309-28,Je,O
309-28,pa,O
309-28,dejstvo,O
309-28,",",O
309-28,da,O
309-28,Donald,O
309-28,Trump,O
309-28,nima,O
309-28,razvitega,O
309-28,moralnega,O
309-28,razsojanja,O
309-28,.,O
309-29,Njegov,O
309-29,Nadjaz,B-PER
309-29,je,O
309-29,šibek,O
309-29,–,O
309-29,vendar,O
309-29,ne,O
309-29,tako,O
309-29,šibek,O
309-29,",",O
309-29,kot,O
309-29,je,O
309-29,šibko,O
309-29,moralno,O
309-29,razsojanje,O
309-29,Hillary,O
309-29,Clinton,O
309-29,.,O
309-30,Škoda,O
309-30,je,O
309-30,le,O
309-30,",",O
309-30,da,O
309-30,se,O
309-30,s,O
309-30,starostjo,O
309-30,ni,O
309-30,vsaj,O
309-30,toliko,O
309-30,umiril,O
309-30,",",O
309-30,da,O
309-30,bi,O
309-30,postal,O
309-30,dovolj,O
309-30,moder,O
309-30,za,O
309-30,ameriškega,O
309-30,predsednika,O
309-30,.,O
309-31,Žalostno,O
309-31,je,O
309-31,",",O
309-31,da,O
309-31,Trump,O
309-31,na,O
309-31,vseh,O
309-31,teh,O
309-31,predvolilnih,O
309-31,soočenjih,O
309-31,in,O
309-31,nastopih,O
309-31,kikirika,O
309-31,",",O
309-31,vendar,O
309-31,si,O
309-31,je,O
309-31,očitno,O
309-31,še,O
309-31,vedno,O
309-31,(,O
309-31,sam,O
309-31,sebi,O
309-31,),O
309-31,všeč,O
309-31,.,O
